Label,NodeID,Value,Timestamp,packet_size
1,s1_f5,32,1,128
1,s2_f5,33,1,128
1,s3_f5,34,1,128
1,s4_f5,32,1,128
1,s1_h1,0,2,128
1,s2_h1,3,2,128
1,s3_h1,1,2,128
1,s4_h1,0,2,128
1,s1_f1,5,2,128
1,s2_f1,5,2,128
1,s3_f1,5,2,128
1,s4_f1,6,2,128
1,s1_h2,4,2,128
1,s2_h2,5,2,128
1,s3_h2,3,2,128
0,s4_h2,86,2,128
1,s1_f2,13,2,128
1,s2_f2,15,2,128
1,s3_f2,12,2,128
1,s4_f2,13,2,128
1,s1_h3,12,2,128
1,s2_h3,12,2,128
1,s3_h3,13,2,128
1,s4_h3,10,2,128
1,s1_f3,21,2,128
1,s2_f3,21,2,128
1,s3_f3,23,2,128
1,s4_f3,21,2,128
1,s1_h4,1,2,128
1,s2_h4,3,2,128
1,s3_h4,2,2,128
1,s4_h4,3,2,128
1,s1_f4,23,2,128
1,s2_f4,22,2,128
0,s3_f4,89,2,128
1,s4_f4,23,2,128
1,s1_h5,7,2,128
1,s2_h5,9,2,128
1,s3_h5,10,2,128
1,s4_h5,8,2,128
1,s1_f5,32,2,128
1,s2_f5,33,2,128
1,s3_f5,34,2,128
1,s4_f5,32,2,128
1,s1_h1,0,3,128
1,s2_h1,3,3,128
1,s3_h1,1,3,128
1,s4_h1,0,3,128
1,s1_f1,5,3,128
1,s2_f1,5,3,128
1,s3_f1,5,3,128
1,s4_f1,6,3,128
1,s1_h2,4,3,128
1,s2_h2,5,3,128
1,s3_h2,3,3,128
0,s4_h2,95,3,128
1,s1_f2,13,3,128
1,s2_f2,15,3,128
1,s3_f2,12,3,128
1,s4_f2,13,3,128
1,s1_h3,11,3,128
1,s2_h3,11,3,128
1,s3_h3,12,3,128
1,s4_h3,9,3,128
1,s1_f3,21,3,128
1,s2_f3,21,3,128
1,s3_f3,23,3,128
1,s4_f3,21,3,128
1,s1_h4,1,3,128
1,s2_h4,3,3,128
1,s3_h4,2,3,128
1,s4_h4,3,3,128
1,s1_f4,23,3,128
1,s2_f4,22,3,128
0,s3_f4,100,3,128
1,s4_f4,23,3,128
1,s1_h5,7,3,128
1,s2_h5,9,3,128
1,s3_h5,10,3,128
1,s4_h5,8,3,128
1,s1_f5,32,3,128
1,s2_f5,33,3,128
1,s3_f5,34,3,128
1,s4_f5,32,3,128
1,s1_h1,0,4,128
1,s2_h1,3,4,128
1,s3_h1,1,4,128
1,s4_h1,0,4,128
1,s1_f1,5,4,128
1,s2_f1,5,4,128
1,s3_f1,5,4,128
1,s4_f1,6,4,128
1,s1_h2,4,4,128
