SC,count_total,Trustworthy,Untrustworthy,periode
f4,4,3,1,163
h5,4,4,0,163
h5,3,3,0,163
h3,1,1,0,163
f3,1,1,0,163
h4,3,3,0,163
f1,0,0,0,164
h2,0,0,0,164
f2,0,0,0,164
f1,1,1,0,164
h5,1,1,0,164
f2,2,2,0,164
h5,3,3,0,164
h3,3,3,0,164
f3,0,0,0,165
f4,0,0,0,165
f4,0,0,0,165
f5,1,1,0,165
h1,0,0,0,165
f1,3,2,1,165
f1,2,1,1,165
f4,2,1,1,165
h1,2,0,2,166
f2,3,2,1,166
f4,4,3,1,166
h1,3,0,3,166
f4,5,4,1,166
h5,4,3,1,166
h1,3,0,3,166
f2,3,2,1,166
f2,2,1,1,166
h2,1,1,0,167
h1,2,0,2,167
f5,2,1,1,167
h3,1,1,0,167
h3,3,1,2,167
h1,4,0,4,167
h5,5,4,1,167
f1,2,2,0,168
h1,4,1,3,168
f3,4,4,0,168
h5,3,3,0,168
f3,4,4,0,168
f4,4,4,0,168
h5,3,3,0,168
h2,2,1,1,168
f2,2,2,0,168
h1,0,0,0,169
h5,0,0,0,169
f3,1,1,0,169
h5,0,0,0,169
h1,1,0,1,169
h2,1,1,0,169
f1,1,1,0,169
h1,1,0,1,169
h1,1,0,1,169
f1,0,0,0,170
f1,0,0,0,170
h3,0,0,0,170
h3,1,1,0,170
h5,3,3,0,170
f3,4,3,1,170
f3,4,3,1,170
h5,6,5,1,170
f2,1,1,0,171
h4,3,3,0,171
h3,4,2,2,171
h1,4,0,4,171
f2,5,4,1,171
h3,5,3,2,171
h1,6,0,6,171
f4,6,4,2,171
f2,6,5,1,171
h3,6,4,2,171
h3,0,0,0,172
h4,0,0,0,172
f4,0,0,0,172
h3,0,0,0,172
f4,0,0,0,172
f4,0,0,0,172
h5,1,1,0,173
h4,1,0,1,173
h1,2,0,2,173
h5,2,2,0,173
h5,4,4,0,173
f1,2,2,0,173
h3,3,3,0,173
h2,2,1,1,173
h5,2,2,0,173
h3,3,3,0,174
f1,3,2,1,174
h3,3,3,0,174
h5,4,4,0,174
f2,3,3,0,174
h5,4,4,0,174
h5,1,0,1,175
h5,1,0,1,175
h3,1,0,1,175
h1,1,0,1,175
f4,2,1,1,175
f4,2,1,1,175
h2,3,2,1,175
f1,2,1,1,175
h1,5,0,5,176
h3,2,1,1,177
f1,1,1,0,177
f4,1,1,0,177
h2,3,2,1,177
f2,3,2,1,177
f4,3,2,1,177
h5,2,1,1,177
f3,0,0,0,178
h5,0,0,0,178
f2,1,1,0,178
f4,1,1,0,178
h5,2,2,0,178
h5,2,2,0,178
h4,2,2,0,178
f5,2,1,1,178
h1,0,0,0,179
f3,0,0,0,179
h5,1,1,0,179
f2,1,1,0,179
f3,2,2,0,179
h3,4,4,0,179
h5,3,3,0,179
f1,0,0,0,180
h3,0,0,0,180
h1,0,0,0,180
h2,0,0,0,180
h3,0,0,0,180
f4,0,0,0,180
f4,1,1,0,180
f5,1,0,1,180
h2,2,2,0,180
f4,2,1,1,180
h3,3,3,0,181
f4,1,0,1,181
f3,2,1,1,181
h5,2,2,0,181
h3,3,2,1,181
h1,0,0,0,182
f2,0,0,0,182
h3,1,1,0,182
f4,1,1,0,182
f4,1,0,1,182
f5,2,1,1,182
h2,4,2,2,182
f1,6,4,2,182
f2,5,4,1,182
f4,4,2,2,182
h2,0,0,0,183
h2,0,0,0,183
h5,0,0,0,183
h3,0,0,0,183
h1,1,0,1,183
f4,1,1,0,183
f4,1,1,0,183
h5,2,2,0,183
h5,1,1,0,184
h5,1,1,0,184
h1,1,0,1,184
f2,1,1,0,184
f2,2,2,0,184
h5,4,4,0,184
f2,3,3,0,184
f2,0,0,0,185
f3,2,1,1,185
h1,2,0,2,185
f4,2,1,1,185
f2,5,4,1,185
f3,4,3,1,185
f4,4,2,2,185
h5,3,2,1,185
f4,4,2,2,185
f3,2,1,1,186
f4,2,1,1,186
f2,2,2,0,186
h5,3,3,0,186
f5,3,3,0,186
h1,3,0,3,186
f2,3,3,0,186
f2,0,0,0,187
f2,0,0,0,187
f5,1,1,0,187
h5,2,2,0,187
h2,0,0,0,187
h3,1,1,0,187
f5,3,2,1,187
h3,0,0,0,188
h3,4,4,0,188
f4,3,3,0,188
h5,4,4,0,188
f1,5,3,2,188
f2,4,3,1,188
f3,3,2,1,188
f3,2,1,1,188
f3,1,0,1,188
f2,0,0,0,189
h3,0,0,0,189
h5,2,2,0,189
f4,4,2,2,189
h2,4,1,3,189
f4,3,1,2,189
h3,5,3,2,189
f2,0,0,0,190
f1,2,1,1,190
f3,2,2,0,190
f5,2,2,0,190
h2,2,1,1,190
f2,3,3,0,190
f4,2,1,1,190
h2,2,1,1,190
f4,1,0,1,190
f4,0,0,0,191
h1,3,0,3,191
f3,4,2,2,191
f4,1,1,0,192
h5,0,0,0,192
h1,1,0,1,192
h2,1,1,0,192
f3,1,1,0,192
h1,2,0,2,192
f3,2,2,0,192
h4,2,2,0,192
f4,2,2,0,192
h2,0,0,0,193
h3,0,0,0,193
h1,0,0,0,193
f3,1,1,0,193
h5,1,1,0,193
h4,2,2,0,193
h3,1,0,1,193
h5,3,3,0,193
f3,2,2,0,193
h3,3,2,1,193
h3,0,0,0,194
f3,0,0,0,194
h3,1,1,0,194
f3,1,1,0,194
f4,0,0,0,194
h5,1,1,0,194
f5,1,1,0,194
h1,0,0,0,194
h3,1,1,0,195
f4,1,0,1,195
h5,2,2,0,195
h1,2,0,2,195
f3,2,2,0,195
h3,1,1,0,195
h5,1,1,0,195
f2,1,1,0,195
h2,3,2,1,195
f4,2,2,0,195
h1,0,0,0,196
h2,1,1,0,196
f1,3,2,1,196
h3,2,1,1,196
h5,5,5,0,196
h4,4,3,1,196
f4,4,3,1,196
h5,4,4,0,196
h5,0,0,0,197
f2,0,0,0,197
f1,1,1,0,197
f4,2,1,1,197
h2,1,1,0,197
f2,1,1,0,197
h2,1,1,0,197
f4,2,2,0,197
h5,3,3,0,197
f4,3,3,0,197
h1,0,0,0,198
h4,0,0,0,198
f3,1,0,1,198
f3,1,0,1,198
f1,1,1,0,198
h3,2,2,0,198
f3,5,4,1,198
f4,5,4,1,198
f1,5,4,1,198
f1,0,0,0,199
h3,1,1,0,199
h5,1,1,0,199
f5,2,2,0,199
f3,2,1,1,199
h4,2,1,1,199
f4,1,1,0,200
h5,0,0,0,200
h5,0,0,0,200
h5,1,1,0,200
f4,1,0,1,200
f5,1,1,0,200
f5,1,1,0,200
h3,1,1,0,200
f3,1,1,0,200
f4,0,0,0,201
f2,4,3,1,201
f2,5,4,1,201
f2,5,4,1,201
h2,5,3,2,201
h5,5,4,1,201
f3,5,3,2,201
f4,3,1,2,201
h2,3,1,2,201
h4,4,3,1,201
h3,2,2,0,202
h2,1,1,0,202
h3,0,0,0,202
f4,1,1,0,202
f4,3,1,2,202
f1,0,0,0,203
f4,0,0,0,203
h5,1,1,0,203
h2,1,0,1,203
f2,1,1,0,203
h3,0,0,0,203
h5,2,2,0,203
h1,4,0,4,203
h1,4,0,4,203
f2,4,4,0,203
h5,0,0,0,204
f4,1,1,0,204
h5,2,2,0,204
h1,2,0,2,204
f4,1,0,1,204
h1,2,0,2,204
h3,3,3,0,204
h5,3,3,0,204
h4,4,4,0,204
f2,2,1,1,205
h1,1,0,1,205
h1,1,0,1,205
f4,2,0,2,205
h1,2,0,2,205
h5,3,2,1,205
h2,3,2,1,205
f4,4,1,3,205
h2,0,0,0,206
f4,0,0,0,206
f4,0,0,0,206
f4,0,0,0,206
h5,1,1,0,206
f5,2,1,1,206
f5,2,1,1,206
h1,1,0,1,206
h1,1,0,1,206
f3,3,3,0,206
f3,0,0,0,207
f3,0,0,0,207
h1,0,0,0,207
f5,1,0,1,207
h1,2,0,2,207
f4,2,1,1,207
f2,2,2,0,207
f4,2,1,1,207
f1,0,0,0,208
f4,0,0,0,208
h5,0,0,0,208
h1,0,0,0,208
f1,0,0,0,208
f2,0,0,0,208
h3,0,0,0,208
f2,2,2,0,208
h3,4,4,0,208
f3,5,4,1,208
h3,1,1,0,209
h3,1,1,0,209
f4,1,1,0,209
h5,0,0,0,209
h2,1,1,0,209
h5,3,3,0,209
f2,2,2,0,209
h1,5,0,5,209
h3,0,0,0,210
h3,0,0,0,210
f2,0,0,0,210
h2,2,1,1,210
f1,2,1,1,210
f4,2,1,1,210
f4,4,3,1,210
f5,3,3,0,210
h3,5,4,1,210
h1,2,0,2,211
h1,2,0,2,211
h2,2,2,0,211
h2,3,2,1,211
f1,0,0,0,212
h3,1,1,0,212
h3,3,3,0,212
f5,4,3,1,212
h5,5,5,0,212
f4,4,2,2,212
h5,1,1,0,213
h5,1,1,0,213
h4,2,2,0,213
h5,2,2,0,213
h5,1,1,0,213
h4,0,0,0,213
f4,0,0,0,213
h1,1,0,1,213
h4,2,2,0,213
h5,2,2,0,213
h3,0,0,0,214
h3,0,0,0,214
f4,1,1,0,214
h5,1,1,0,214
h1,0,0,0,214
h3,0,0,0,214
h2,0,0,0,214
f4,0,0,0,214
f3,0,0,0,215
h4,1,1,0,215
h5,1,1,0,215
f2,1,1,0,215
h2,1,1,0,215
h1,3,0,3,215
h2,3,2,1,215
f1,4,4,0,215
h3,3,3,0,215
f4,3,2,1,215
f1,1,1,0,216
f4,1,1,0,216
h2,5,3,2,216
h3,1,1,0,217
h4,0,0,0,217
h1,0,0,0,217
h1,0,0,0,217
f1,0,0,0,217
h1,1,0,1,217
h3,1,1,0,217
f5,1,1,0,217
f1,1,1,0,217
f1,3,2,1,217
h5,0,0,0,218
f3,2,1,1,218
f1,2,2,0,218
h1,3,0,3,218
h5,4,4,0,218
f5,3,2,1,218
h3,4,3,1,218
h5,4,4,0,218
h5,1,1,0,219
h2,0,0,0,219
h3,5,4,1,219
f4,4,2,2,219
h4,5,3,2,219
h5,4,3,1,219
f4,4,2,2,219
h1,0,0,0,220
f3,0,0,0,220
f2,1,1,0,220
h5,1,1,0,220
f3,0,0,0,220
h4,3,3,0,220
h5,4,3,1,220
h5,4,3,1,220
f2,0,0,0,221
f2,0,0,0,221
f2,0,0,0,221
f4,1,1,0,221
h5,2,2,0,221
f4,1,1,0,221
f5,2,2,0,221
f2,1,1,0,222
h3,1,1,0,222
h3,0,0,0,222
h4,2,2,0,222
f1,1,0,1,222
h3,4,3,1,222
f1,3,2,1,222
h5,4,4,0,222
h3,4,3,1,222
h5,4,4,0,223
h5,4,4,0,223
f2,3,3,0,223
h5,4,4,0,223
f4,3,2,1,223
f4,3,2,1,223
h2,3,3,0,223
h1,4,0,4,223
h3,4,4,0,223
f4,4,2,2,223
h3,1,1,0,224
h4,1,0,1,224
h1,2,0,2,224
h4,4,2,2,224
h3,5,3,2,224
h4,4,2,2,224
f2,6,5,1,224
h5,6,5,1,224
h1,1,0,1,225
h2,3,2,1,225
h4,5,5,0,225
f5,5,3,2,225
h2,5,4,1,225
h2,5,4,1,225
h3,7,6,1,225
f4,0,0,0,226
h1,0,0,0,226
h2,3,2,1,226
h3,2,2,0,226
h3,3,3,0,226
f3,2,2,0,226
h1,2,0,2,226
h4,3,3,0,226
h1,0,0,0,227
h1,0,0,0,227
f4,3,2,1,227
f2,3,3,0,227
h3,2,2,0,227
h3,1,1,0,227
h1,0,0,0,227
h3,3,3,0,227
h1,3,0,3,227
f3,1,1,0,228
h1,2,0,2,228
h1,2,0,2,228
h3,2,2,0,228
h5,1,1,0,228
f2,0,0,0,228
f2,1,1,0,228
h1,3,0,3,229
h5,4,4,0,229
f4,5,3,2,229
h1,5,0,5,229
f4,1,1,0,230
h3,1,1,0,230
f5,1,1,0,230
f2,1,1,0,230
h5,3,3,0,230
h5,3,3,0,230
h5,3,3,0,230
h2,1,1,0,230
h2,0,0,0,230
h5,1,1,0,231
f3,3,2,1,231
h4,2,2,0,231
h5,3,3,0,231
f5,3,3,0,231
h2,2,1,1,231
h1,2,0,2,231
h3,2,2,0,231
f1,0,0,0,232
h4,0,0,0,232
f2,0,0,0,232
h3,0,0,0,232
h5,1,1,0,232
h1,2,0,2,232
h2,6,4,2,232
h3,5,4,1,232
h3,5,4,1,232
h5,0,0,0,233
f1,1,1,0,233
h2,1,1,0,233
f4,2,2,0,233
h2,3,2,1,233
f1,4,3,1,233
f2,3,3,0,233
f3,4,3,1,233
f4,2,1,1,233
f2,2,1,1,234
h3,2,1,1,234
h3,4,3,1,234
f4,5,3,2,234
f2,4,3,1,234
h3,5,3,2,234
f3,6,5,1,234
h3,5,3,2,234
f5,1,1,0,235
h1,1,0,1,235
h4,2,2,0,235
f1,2,1,1,235
f3,2,1,1,235
f4,1,0,1,235
h3,3,2,1,236
h1,4,0,4,236
h4,6,4,2,236
h1,6,0,6,236
h5,6,5,1,236
h5,6,5,1,236
h1,5,0,5,236
f1,6,5,1,236
f2,0,0,0,237
h4,0,0,0,237
h1,1,0,1,237
f1,1,1,0,237
h3,0,0,0,237
h5,0,0,0,237
h1,0,0,0,237
h3,1,1,0,237
f2,0,0,0,237
h5,2,2,0,238
h1,2,0,2,238
h5,3,3,0,238
f1,3,2,1,238
h3,3,3,0,238
h4,3,3,0,238
h5,3,3,0,238
h5,3,3,0,238
f5,3,2,1,238
h3,0,0,0,239
f1,0,0,0,239
h3,0,0,0,239
f3,0,0,0,239
h5,0,0,0,239
h1,2,0,2,239
h5,3,2,1,239
h3,0,0,0,240
f1,1,1,0,240
f3,1,1,0,240
h3,1,1,0,240
h5,0,0,0,240
f5,0,0,0,240
h4,0,0,0,240
h5,0,0,0,241
h1,1,0,1,241
f1,1,1,0,241
h4,1,1,0,241
h2,1,1,0,241
h5,1,1,0,241
h1,4,0,4,241
f4,3,2,1,241
f2,0,0,0,242
f2,0,0,0,242
h1,0,0,0,242
h5,2,2,0,242
h5,2,2,0,242
h4,2,2,0,242
h2,3,2,1,242
f1,3,3,0,242
f1,0,0,0,243
f4,0,0,0,243
f2,0,0,0,243
h5,1,1,0,243
f2,0,0,0,243
f4,2,2,0,243
f4,2,2,0,243
f2,2,2,0,243
h4,1,1,0,244
h5,2,2,0,244
h5,2,2,0,244
h5,1,1,0,244
f3,3,1,2,244
h5,4,3,1,244
f4,4,2,2,244
h5,4,3,1,244
h2,1,1,0,245
f2,1,1,0,245
h1,1,0,1,245
h5,2,2,0,245
h3,2,2,0,245
h5,3,3,0,245
f4,4,3,1,245
f5,4,3,1,245
f2,3,3,0,245
f4,4,1,3,246
h4,5,3,2,246
h1,4,0,4,246
h2,4,3,1,246
f5,5,3,2,246
h3,4,3,1,246
h5,4,3,1,246
h1,0,0,0,247
f2,0,0,0,247
h3,0,0,0,247
f3,0,0,0,247
h5,0,0,0,247
f4,1,1,0,247
f1,1,1,0,247
f2,0,0,0,247
h2,0,0,0,248
h3,1,1,0,248
h1,1,0,1,248
f2,1,1,0,248
f3,1,1,0,248
f2,1,1,0,248
h3,1,1,0,248
f5,2,1,1,248
h2,0,0,0,249
f3,1,1,0,249
h2,1,1,0,249
f2,0,0,0,249
f2,3,3,0,249
h3,3,2,1,249
h5,3,3,0,249
f4,0,0,0,250
f1,1,0,1,250
f4,2,1,1,250
h3,3,3,0,250
f3,3,2,1,250
h1,3,0,3,250
f2,2,2,0,250
f3,3,2,1,250
h5,2,2,0,250
h5,2,2,0,250
f2,1,1,0,251
f2,1,1,0,251
h4,2,2,0,251
f2,2,2,0,251
h5,4,4,0,251
f4,3,1,2,251
h1,2,0,2,251
f4,1,1,0,252
f1,1,1,0,252
h3,1,1,0,252
h4,1,1,0,252
h5,1,1,0,252
h3,2,2,0,252
h5,3,3,0,252
h1,3,0,3,252
h4,4,3,1,252
f1,0,0,0,253
h3,0,0,0,253
f3,1,1,0,253
h5,3,3,0,253
h3,3,3,0,253
h3,3,3,0,253
h5,5,5,0,253
f2,0,0,0,254
h5,4,4,0,254
h5,5,5,0,254
f4,5,3,2,254
f1,6,4,2,254
f4,5,3,2,254
f1,5,3,2,254
f1,4,2,2,254
h3,5,3,2,254
h1,4,0,4,254
h3,0,0,0,255
h1,3,0,3,255
h5,4,4,0,255
h5,4,4,0,255
f3,5,4,1,255
h5,6,6,0,255
h5,6,6,0,255
h3,4,3,1,255
h4,4,4,0,255
h5,4,4,0,255
h3,0,0,0,256
f1,1,1,0,256
f2,1,1,0,256
h2,1,1,0,256
f1,1,1,0,256
h3,2,2,0,256
h1,3,0,3,256
h3,0,0,0,257
h5,1,1,0,257
h3,4,3,1,257
f4,5,4,1,257
h2,5,5,0,257
f2,4,4,0,257
f4,6,5,1,257
f5,4,2,2,257
h2,0,0,0,258
f2,0,0,0,258
h5,1,1,0,258
h5,1,1,0,258
h2,1,1,0,258
f2,0,0,0,258
h5,0,0,0,258
h3,2,1,1,258
h4,1,1,0,258
h5,0,0,0,259
f4,4,3,1,259
f4,3,2,1,259
f1,2,2,0,259
h5,2,2,0,259
h2,3,3,0,259
f4,2,2,0,259
f1,1,1,0,259
h2,3,3,0,260
h2,3,3,0,260
h5,3,3,0,260
h1,2,0,2,260
h3,2,2,0,260
f3,1,0,1,260
f2,2,2,0,260
f2,2,2,0,260
f2,0,0,0,261
f3,0,0,0,261
f3,0,0,0,261
h5,0,0,0,261
f2,2,2,0,261
h3,1,1,0,261
h5,0,0,0,261
h3,2,1,1,261
f5,2,2,0,261
f5,3,3,0,261
f5,0,0,0,262
h3,3,3,0,262
f2,3,3,0,262
h3,3,3,0,262
f4,2,0,2,262
f2,2,2,0,262
h5,2,2,0,262
f2,0,0,0,263
f3,3,2,1,263
h5,3,3,0,263
h1,2,0,2,263
f2,1,1,0,263
h5,3,3,0,263
h2,3,3,0,263
f2,2,2,0,263
f2,1,1,0,263
h3,4,2,2,263
h1,1,0,1,264
h1,2,0,2,264
f2,2,2,0,264
f4,3,3,0,264
f1,3,3,0,264
f2,3,3,0,264
f2,3,3,0,264
h3,1,1,0,265
h5,1,1,0,265
h1,1,0,1,265
h2,1,1,0,265
h2,2,2,0,265
h5,2,2,0,265
h5,3,2,1,265
h2,2,1,1,265
f3,2,1,1,265
f4,1,0,1,266
h5,2,2,0,266
f4,2,1,1,266
f4,1,1,0,267
h4,3,3,0,267
f1,3,2,1,267
f1,3,2,1,267
f1,3,2,1,267
h2,3,2,1,267
h5,2,2,0,267
h1,0,0,0,268
f3,1,0,1,268
f3,2,1,1,268
f3,3,2,1,268
h5,3,3,0,268
f1,1,1,0,268
h4,2,2,0,268
h5,2,2,0,268
f2,2,2,0,268
h3,0,0,0,269
f2,3,2,1,269
f4,4,3,1,269
f2,4,3,1,269
h3,5,3,2,269
f3,5,4,1,269
h3,5,3,2,269
f3,5,4,1,269
h5,5,4,1,269
f3,0,0,0,270
h5,1,1,0,270
h1,1,0,1,270
f3,2,2,0,270
f1,3,2,1,270
f1,3,2,1,270
h1,1,0,1,271
f2,1,1,0,271
h3,0,0,0,271
f3,0,0,0,271
h4,0,0,0,271
f4,0,0,0,271
f1,0,0,0,271
f5,6,4,2,271
h3,1,1,0,272
h5,0,0,0,272
f1,2,2,0,272
f4,3,3,0,272
f4,3,3,0,272
f3,4,4,0,272
h2,5,4,1,272
h3,4,3,1,272
f2,2,1,1,273
h5,3,2,1,273
h1,1,0,1,273
f5,5,3,2,273
f4,4,2,2,273
f1,0,0,0,274
f4,1,1,0,274
f4,1,1,0,274
h5,1,1,0,274
f2,0,0,0,274
f2,2,2,0,274
h5,3,3,0,274
f4,3,2,1,274
f3,0,0,0,275
h1,0,0,0,275
f1,0,0,0,275
h1,0,0,0,275
f1,2,2,0,275
h3,5,5,0,275
f5,1,1,0,276
h1,1,0,1,276
f3,1,1,0,276
h5,2,2,0,276
f3,3,2,1,276
h5,3,3,0,276
h1,0,0,0,277
h1,0,0,0,277
f3,1,0,1,277
h5,4,3,1,277
h1,3,0,3,277
f1,3,2,1,277
h2,3,2,1,277
f5,3,2,1,277
f1,0,0,0,278
h1,1,0,1,278
h3,1,0,1,278
f1,3,3,0,278
f2,3,3,0,278
f4,3,3,0,278
f2,2,2,0,278
f4,2,2,0,278
f1,2,2,0,278
h3,1,1,0,279
h1,1,0,1,279
f5,1,1,0,279
h3,0,0,0,279
f3,3,1,2,279
h3,3,3,0,280
f4,3,1,2,280
h5,2,2,0,280
h3,3,2,1,280
f2,1,0,1,281
h2,2,1,1,281
h1,1,0,1,281
f4,4,3,1,281
f4,7,4,3,281
h4,7,5,2,281
h1,7,0,7,281
f2,8,7,1,281
h1,1,0,1,282
h4,1,1,0,282
h3,1,1,0,282
f2,2,2,0,282
f4,1,1,0,282
f1,1,0,1,282
f2,1,1,0,282
h5,2,2,0,283
f5,2,1,1,283
h1,1,0,1,283
h5,4,3,1,283
f1,4,2,2,283
f1,5,3,2,283
h3,6,5,1,283
f4,5,3,2,283
f2,5,4,1,283
h1,5,0,5,283
h5,0,0,0,284
h1,0,0,0,284
h4,0,0,0,284
h2,1,1,0,284
f2,1,1,0,284
h4,3,3,0,284
h3,0,0,0,285
f4,0,0,0,285
h4,1,1,0,285
f4,1,0,1,285
h3,2,2,0,285
h4,1,1,0,285
f4,2,1,1,285
f4,0,0,0,286
h1,1,0,1,286
f2,1,1,0,286
f1,1,1,0,286
f1,1,1,0,286
h3,1,1,0,286
f3,1,0,1,286
h1,3,0,3,286
h5,0,0,0,287
h2,0,0,0,287
f2,0,0,0,287
f4,0,0,0,287
f1,1,1,0,287
f3,1,1,0,287
h5,1,1,0,287
f5,1,0,1,287
h5,4,4,0,287
h3,1,1,0,288
f1,1,1,0,288
f3,3,2,1,288
h3,4,4,0,288
h1,5,0,5,288
f4,5,3,2,288
h1,5,0,5,288
f2,4,4,0,288
h4,5,4,1,288
f4,1,1,0,289
f4,1,1,0,289
h3,1,1,0,289
h3,0,0,0,289
f4,0,0,0,289
f1,1,0,1,289
h1,4,0,4,289
h1,0,0,0,290
h2,0,0,0,290
h3,1,1,0,290
h3,1,1,0,290
f1,2,2,0,290
h3,1,0,1,290
h2,0,0,0,291
f4,0,0,0,291
h3,0,0,0,291
h1,0,0,0,291
f2,1,1,0,291
h1,4,0,4,291
h3,3,2,1,291
h5,4,4,0,291
h5,3,3,0,291
f2,3,3,0,292
f4,2,1,1,292
f1,2,1,1,292
h1,1,0,1,292
h2,1,0,1,292
f4,0,0,0,292
h5,1,1,0,292
h3,1,1,0,293
f4,4,2,2,293
f2,3,3,0,293
f5,3,3,0,293
h5,4,4,0,293
f5,4,3,1,293
f4,3,0,3,293
h2,0,0,0,294
h3,0,0,0,294
f3,0,0,0,294
h5,0,0,0,294
h1,0,0,0,294
f1,0,0,0,294
f2,1,1,0,294
f1,4,3,1,294
h4,7,6,1,294
h1,0,0,0,295
f2,1,0,1,295
h2,2,1,1,295
h1,0,0,0,295
h1,2,0,2,295
h5,3,2,1,295
h1,2,0,2,296
f1,0,0,0,297
h5,2,2,0,297
f4,4,2,2,297
f4,4,2,2,297
f5,4,3,1,297
f2,4,4,0,297
h3,5,4,1,297
h5,5,5,0,297
f4,4,2,2,297
h1,0,0,0,298
f2,0,0,0,298
f2,0,0,0,298
h3,0,0,0,298
h5,1,1,0,298
f2,1,1,0,298
f1,0,0,0,298
h2,1,1,0,298
h5,1,1,0,298
h5,1,1,0,299
f5,0,0,0,299
h1,2,0,2,299
f3,1,1,0,299
h5,2,2,0,299
h5,4,4,0,299
f2,0,0,0,300
f2,0,0,0,300
f4,2,2,0,300
h3,2,2,0,300
f2,3,3,0,300
f2,3,3,0,300
h4,3,3,0,300
f5,3,3,0,300
f4,1,1,0,300
h5,2,2,0,300
h5,0,0,0,301
h5,0,0,0,301
h1,0,0,0,301
h3,0,0,0,301
h4,1,1,0,301
f5,1,1,0,301
h1,2,0,2,301
h1,2,0,2,301
f4,3,1,2,301
h1,1,0,1,302
f2,1,1,0,302
h5,3,2,1,302
h5,2,1,1,302
h2,2,1,1,302
f3,4,2,2,302
f1,4,2,2,302
f2,5,4,1,302
f3,4,2,2,303
h5,5,4,1,303
f5,4,2,2,303
h1,3,0,3,303
f3,3,1,2,303
f3,3,1,2,303
h4,4,2,2,303
h5,5,4,1,303
f3,4,2,2,303
f3,1,0,1,304
h5,2,2,0,304
h5,2,2,0,304
h3,3,3,0,304
h1,3,0,3,304
h1,3,0,3,304
h1,4,0,4,304
f2,4,4,0,304
f5,4,3,1,304
h2,0,0,0,305
f4,0,0,0,305
f1,1,1,0,305
f1,2,2,0,305
f2,2,2,0,305
f2,2,2,0,305
h1,3,0,3,305
h2,3,3,0,305
h1,0,0,0,306
h5,0,0,0,306
f3,0,0,0,306
h5,0,0,0,306
h5,2,2,0,306
f3,2,2,0,306
h5,0,0,0,307
h1,1,0,1,307
h2,1,1,0,307
h4,1,1,0,307
h5,1,1,0,307
h4,0,0,0,307
f2,0,0,0,307
f2,1,1,0,307
h3,2,2,0,307
f4,0,0,0,308
h1,0,0,0,308
h5,1,1,0,308
h4,1,1,0,308
h5,1,1,0,308
h2,2,1,1,308
h2,3,2,1,308
h5,4,4,0,308
f3,3,2,1,310
h3,2,2,0,310
h1,4,0,4,310
f2,4,4,0,310
f3,5,4,1,310
f4,5,4,1,310
h1,7,0,7,310
h1,0,0,0,311
f1,0,0,0,311
f4,1,1,0,311
f3,1,1,0,311
f5,2,1,1,311
f1,2,2,0,311
f2,1,1,0,311
f5,3,2,1,311
f1,3,2,1,311
f2,3,3,0,311
h5,0,0,0,312
h1,0,0,0,312
f3,0,0,0,312
f4,1,1,0,312
h3,3,3,0,312
h5,3,3,0,312
f3,3,3,0,312
f2,3,3,0,312
h5,0,0,0,313
h3,2,2,0,313
h3,3,2,1,313
h5,2,2,0,313
h1,3,0,3,313
h2,3,3,0,313
h4,4,4,0,313
f1,5,4,1,313
f1,5,4,1,313
h2,5,4,1,313
h1,1,0,1,314
h3,0,0,0,314
h1,2,0,2,314
h5,5,5,0,314
h1,5,0,5,314
f4,5,3,2,314
h3,5,4,1,314
f4,5,3,2,314
h1,0,0,0,315
h3,4,3,1,315
f1,4,3,1,315
f3,4,4,0,315
f4,5,3,2,315
f2,0,0,0,316
h5,1,1,0,316
h5,1,1,0,316
h1,1,0,1,316
h3,3,3,0,316
h3,4,4,0,316
f3,3,2,1,316
f4,3,2,1,316
f4,3,2,1,316
h1,0,0,0,317
f1,0,0,0,317
h4,2,1,1,317
h3,3,2,1,317
h1,3,0,3,317
f2,4,3,1,317
f3,3,2,1,317
h1,3,0,3,317
f4,4,3,1,317
h1,3,0,3,317
f3,2,1,1,318
h4,3,2,1,318
f1,3,2,1,318
f4,3,1,2,318
f4,5,2,3,318
f5,5,3,2,318
f5,4,2,2,318
h4,4,2,2,318
h3,2,1,1,318
h5,2,1,1,318
f4,1,1,0,319
h3,1,1,0,319
f4,2,2,0,319
f2,1,1,0,319
h3,2,2,0,319
h5,2,2,0,319
f5,2,1,1,319
h1,2,0,2,319
h4,2,2,0,319
f3,0,0,0,320
h5,0,0,0,320
h5,0,0,0,320
h2,0,0,0,320
h3,2,2,0,320
h5,2,2,0,320
h5,5,5,0,320
f5,6,5,1,320
h4,0,0,0,321
h4,0,0,0,321
h5,3,3,0,321
h2,3,2,1,321
h1,3,0,3,321
h1,4,0,4,321
f3,5,5,0,321
f5,5,3,2,321
h1,0,0,0,322
h1,1,0,1,322
h5,3,3,0,322
f4,3,2,1,322
f2,2,2,0,322
h4,3,2,1,322
f4,3,2,1,322
f4,3,2,1,322
f4,3,2,1,322
h5,4,4,0,322
h2,1,1,0,323
h5,3,2,1,323
f4,3,1,2,323
h1,3,0,3,323
f2,4,3,1,323
h2,4,2,2,323
h3,3,2,1,323
f2,5,4,1,323
h4,0,0,0,324
f3,0,0,0,324
h5,0,0,0,324
h3,1,1,0,324
h5,1,1,0,324
f3,0,0,0,324
h1,5,0,5,324
f1,5,5,0,324
f1,0,0,0,325
h5,1,1,0,325
f1,3,3,0,325
